idx	name	new_name	smiles	inchikey
596	(-)-Rapamycin	sirolimus	C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC	QFJCIRLUMZQUOT-HPLJOQBZSA-N
597	Sepantronium	Sepantronium	CC1=[N+](C2=C(N1CCOC)C(=O)C3=CC=CC=C3C2=O)CC4=NC=CN=C4	OTSOOHRUMBRSHZ-UHFFFAOYSA-N
598	SCHEMBL12180851	SCHEMBL12180851	CC1=CC(=C(C(=O)N1)CNC(=O)C2=C3C=NN(C3=CC(=C2)C4=CN=C(C=C4)N5CCNCC5)C(C)C)C	VYFBRDJIRRTWMS-UHFFFAOYSA-N
599	Linifanib	Linifanib	CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N	MPVGZUGXCQEXTM-UHFFFAOYSA-N
600	vincristine	vincristine	CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O	OGWKCGZFUXNPDA-CFWMRBGOSA-N
601	Crizotinib	crizotinib	C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N	KTEIFNKAUNYNJU-GFCCVEGCSA-N
602	NA	NA	CC[C@H](C)[C@H]1C(=O)NCC(=O)N[C@H](C(=O)N[C@](CCC/C=C\CCC[C@](C(=O)N1)(C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CC2=CNC3=CC=CC=C32)NC(=O)[C@H]([C@@H](C)CC)NC(=O)C)(C)C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC5=CC=C(C=C5)O)C(=O)N[C@@H](CC6=CC=C(C=C6)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N)CC(=O)O	OPAHMANWVUMWAW-GHFZSMQJSA-N
603	722544-51-6	722544-51-6	CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO	QYZOGCMHVIGURT-UHFFFAOYSA-N
604	NA	NA	CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO.C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO	OLRBEJUMMOEIBX-UHFFFAOYSA-N
605	UNC0638	UNC0638	CC(C)N1CCC(CC1)NC2=NC(=NC3=CC(=C(C=C32)OC)OCCCN4CCCC4)C5CCCCC5	QOECJCJVIMVJGX-UHFFFAOYSA-N
606	AZD8055	AZD8055	C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOC[C@@H]5C	KVLFRAWTRWDEDF-IRXDYDNUSA-N
607	FH535	FH535	CC1=C(C=CC(=C1)[N+](=O)[O-])NS(=O)(=O)C2=C(C=CC(=C2)Cl)Cl	AXNUEXXEQGQWPA-UHFFFAOYSA-N
608	Gefitinib	gefitinib	COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4	XGALLCVXEZPNRQ-UHFFFAOYSA-N
609	Isoevodiamine	Isoevodiamine	CN1C2C3=C(CCN2C(=O)C4=CC=CC=C41)C5=CC=CC=C5N3	TXDUTHBFYKGSAH-UHFFFAOYSA-N
610	EHT 1864	EHT-1864	C1COCCN1CC2=CC(=O)C(=CO2)OCCCCCSC3=C4C=CC(=CC4=NC=C3)C(F)(F)F.Cl.Cl	LSECOAJFCKFQJG-UHFFFAOYSA-N
611	Erismodegib	sonidegib	C[C@@H]1CN(C[C@@H](O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F	VZZJRYRQSPEMTK-CALCHBBNSA-N
612	Erlotinib	erlotinib	COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC	AAKJLRGGTJKAMG-UHFFFAOYSA-N
613	PRL-3 Inhibitor I	PRL-3 Inhibitor I	C1=CC=C(C(=C1)COC2=C(C=C(C=C2)Br)/C=C/3\C(=O)NC(=S)S3)Br	HXNBAOLVPAWYLT-OVCLIPMQSA-N
614	NA	NA	CCC(CC)(/C=C/CC(C)C1=CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)F)O)C)O	LRLWXBHFPGSUOX-HHKXYDNMSA-N
615	camptothecin	Camptothecin	CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O	VSJKWCGYPAHWDS-FQEVSTJZSA-N
616	LRRK2-IN-1	LRRK2-IN-1	CN1CCN(CC1)C2CCN(CC2)C(=O)C3=CC(=C(C=C3)NC4=NC=C5C(=N4)N(C6=CC=CC=C6C(=O)N5C)C)OC	IWMCPJZTADUIFX-UHFFFAOYSA-N
617	212631-79-3	CI-1040	C1CC1CONC(=O)C2=C(C(=C(C=C2)F)F)NC3=C(C=C(C=C3)I)Cl	GFMMXOIFOQCCGU-UHFFFAOYSA-N
618	NVP-231	NVP-231	C1C2CC3CC1CC(C2)(C3)C(=O)NC4=CC5=C(C=C4)N=C(S5)NC(=O)C6=CC=CC=C6	MVSSJPGNLQPWSW-UHFFFAOYSA-N
619	Dacinostat	Dacinostat	C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO	BWDQBBCUWLSASG-MDZDMXLPSA-N
620	HG6-64-1	HG6-64-1	CCN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)C)/C=C/C4=CN=C5C(=C4OC)C=CN5)C(F)(F)F	UMBFDGUGXMOMHX-BQYQJAHWSA-N
621	VX-702	VX-702	C1=CC(=C(C(=C1)F)N(C2=NC(=C(C=C2)C(=O)N)C3=C(C=C(C=C3)F)F)C(=O)N)F	FYSRKRZDBHOFAY-UHFFFAOYSA-N
622	BRD-7880	BRD-7880	C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)OC)O[C@H]1CN(C)CC4=CC5=C(C=C4)OCO5)[C@@H](C)CO	NGRSXEMLDRQNMH-LPBFERMMSA-N
623	Quizartinib	quizartinib	CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)C3=CN4C5=C(C=C(C=C5)OCCN6CCOCC6)SC4=N3	CVWXJKQAOSCOAB-UHFFFAOYSA-N
624	NA	NA	CC1=CC=C(C=C1)C(=O)N(C)CCC2=CC(=C(C(=C2)Br)OCCCNC3=NC=NC4=C3N=CN4C)Br	AGWAUACRBAQPJJ-UHFFFAOYSA-N
625	NA	NA	CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO.C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O	WUOBOEGSBTXJTP-SGYZYFFOSA-N
626	DNMDP	DNMDP	CCN(CC)C1=C(C=C(C=C1)C2=NNC(=O)CC2C)[N+](=O)[O-]	YOSSKNZHADPXJX-UHFFFAOYSA-N
627	Bortezomib	bortezomib	B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O	GXJABQQUPOEUTA-RDJZCZTQSA-N
628	(E)-3-[4-[[(2,3-dihydroxy-4-oxocyclohexa-2,5-dien-1-ylidene)methylamino]carbamoyl]phenyl]-N-hydroxyprop-2-enamide	(E)-3-[4-[[(2,3-dihydroxy-4-oxocyclohexa-2,5-dien-1-ylidene)methylamino]carbamoyl]phenyl]-N-hydroxyprop-2-enamide	C1=CC(=CC=C1/C=C/C(=O)NO)C(=O)NNC=C2C=CC(=O)C(=C2O)O	DQNFQTHSDKXSEE-QFZQXZRASA-N
629	Lapatinib	lapatinib	CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl	BCFGMOOMADDAQU-UHFFFAOYSA-N
630	Aacocf3	Aacocf3	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)C(F)(F)F	PLWROONZUDKYKG-DOFZRALJSA-N
631	doxorubicin	doxorubicin	C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O	AOJJSUZBOXZQNB-TZSSRYMLSA-N
632	Vismodegib	vismodegib	CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl	BPQMGSKTAYIVFO-UHFFFAOYSA-N
633	DBeQ	DBeQ	C1=CC=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)NCC4=CC=CC=C4	QAIMUUJJAJBPCL-UHFFFAOYSA-N
634	Sitagliptin	sitagliptin	C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N	MFFMDFFZMYYVKS-SECBINFHSA-N
635	PX-12	PX-12	CCC(C)SSC1=NC=CN1	BPBPYQWMFCTCNG-UHFFFAOYSA-N
636	CICLOPIROX	ciclopirox	CC1=CC(=O)N(C(=C1)C2CCCCC2)O	SCKYRAXSEDYPSA-UHFFFAOYSA-N
637	BRD-K58306044-001-01-3	BRD-K58306044-001-01-3	CC[C@H](C)[C@@H](C(=O)N[C@@]1(CCC/C=C\CCC[C@](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCSC)CC(C)C)CC(C)C)(C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CCNC(=O)C	RHVIOOGDCUZPSJ-DTPFTBJGSA-N
638	CHEBI:94975	CHEBI:94975	CCCCCCC(=O)CCCCCC/C=C/C[C@@H]([C@H](C(CO)(C(=O)O)N)O)O	ZZIKIHCNFWXKDY-QAJVWVOBSA-N
639	335165-68-9	335165-68-9	C1CN(CCN1)CC(CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)O	KUUJEXLRLIPQQJ-UHFFFAOYSA-N
640	N-methyl-N-[4-[[6-[[1-(1-oxoprop-2-enyl)-3-piperidinyl]amino]-7H-purin-2-yl]amino]phenyl]propanamide	CHEMBL1643959	CCC(=O)N(C)C1=CC=C(C=C1)NC2=NC3=C(C(=N2)NC4CCCN(C4)C(=O)C=C)NC=N3	OTPQDXLFXQGSHS-UHFFFAOYSA-N
641	Vorapaxar	vorapaxar	CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@@H]3[C@H]([C@H]2/C=C/C4=NC=C(C=C4)C5=CC(=CC=C5)F)[C@H](OC3=O)C	ZBGXUVOIWDMMJE-QHNZEKIYSA-N
642	856243-80-6	856243-80-6	CCC[C@@H](C1=CC=CC=C1)NC(=O)/C(=C/C2=NC(=CC=C2)Br)/C#N	LIDOPKHSVQTSJY-VMEIHUARSA-N
643	alpelisib	alpelisib	CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F	STUWGJZDJHPWGZ-LBPRGKRZSA-N
644	CHEBI:93385	CHEBI:93385	CCCC[C@@H](C)/C=C(\C)/C=C(\C)/C(=O)NC1=C[C@]([C@H]2[C@@H](C1=O)O2)(/C=C/C=C/C=C/C(=O)NC3C(=O)CCC3=O)O	XIZGHTZLVCHYJN-MVTGTTCWSA-N
645	PF-543	Sphingosine_Kinase_1_Inhibitor_II	CC1=CC(=CC(=C1)OCC2=CC=C(C=C2)CN3CCC[C@@H]3CO)CS(=O)(=O)C4=CC=CC=C4	NPUXORBZRBIOMQ-RUZDIDTESA-N
646	NVP-BHG712	NVP-BHG712	CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)NC3=NC(=NC4=C3C=NN4C)C5=CN=CC=C5	ZCCPLJOKGAACRT-UHFFFAOYSA-N
647	Zibotentan	Zibotentan	CC1=CN=C(C(=N1)OC)NS(=O)(=O)C2=C(N=CC=C2)C3=CC=C(C=C3)C4=NN=CO4	FJHHZXWJVIEFGJ-UHFFFAOYSA-N
648	NA	NA	C[C@@H]1CC[C@H]2C[C@@H](C(=CC=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)C)OC	QFJCIRLUMZQUOT-LAOSHSCVSA-N
649	Indisulam	Indisulam	C1=CC2=C(C(=C1)NS(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)N)NC=C2Cl	SETFNECMODOHTO-UHFFFAOYSA-N
650	Flavopiridol	Flavopiridol	CN1CC[C@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O	BIIVYFLTOXDAOV-SJKOYZFVSA-N
651	Elesclomol	Elesclomol	CN(C(=S)C1=CC=CC=C1)NC(=O)CC(=O)NN(C)C(=S)C2=CC=CC=C2	BKJIXTWSNXCKJH-UHFFFAOYSA-N
652	LE 135	LE 135	CC1(CCC(C2=CC3=C(C=C21)N=C(C4=CC=CC=C4N3C)C5=CC=C(C=C5)C(=O)O)(C)C)C	YZZAIQOVMHVWBS-UHFFFAOYSA-N
653	Tivantinib	Tivantinib	C1CC2=CC=CC3=C2N(C1)C=C3[C@H]4[C@@H](C(=O)NC4=O)C5=CNC6=CC=CC=C65	UCEQXRCJXIVODC-PMACEKPBSA-N
654	(4S,4aS,5aR,12aS)-9-[[2-(tert-butylamino)-1-oxoethyl]amino]-4,7-bis(dimethylamino)-10,12a-dihydroxy-1,3,11,12-tetraoxo-4,4a,5,5a,6,11a-hexahydrotetracene-2-carboxamide	(4S,4aS,5aR,12aS)-9-[[2-(tert-butylamino)-1-oxoethyl]amino]-4,7-bis(dimethylamino)-10,12a-dihydroxy-1,3,11,12-tetraoxo-4,4a,5,5a,6,11a-hexahydrotetracene-2-carboxamide	CC(C)(C)NCC(=O)NC1=C(C2=C(C[C@H]3C[C@H]4[C@@H](C(=O)C(C(=O)[C@]4(C(=O)C3C2=O)O)C(=O)N)N(C)C)C(=C1)N(C)C)O	CGZOGNUFXMNYEI-UDUHKTKDSA-N
655	NA	NA	C1CC(C1)(C(=O)O)C(=O)O.C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O.[Pt]	RJFBXFTYIFMVAO-FVALZTRZSA-N
656	GPP78	GPP78	C1=CC=C(C=C1)C2=CC=CC=C2NC(=O)CCCCCCCN3C=C(N=N3)C4=CN=CC=C4	SJOLTIOPWDLDEB-UHFFFAOYSA-N
657	NA	NA	C1C2CC3CC1CC(C2)(C3)C(=O)ON=C(C4=CC=CC=C4)N	WFYGWJXIPUGUJF-UHFFFAOYSA-N
658	IC-87114	IC-87114	CC1=C2C(=CC=C1)N=C(N(C2=O)C3=CC=CC=C3C)CN4C=NC5=C4N=CN=C5N	GNWHRHGTIBRNSM-UHFFFAOYSA-N
659	procarbazine	procarbazine	CC(C)NC(=O)C1=CC=C(C=C1)CNNC	CPTBDICYNRMXFX-UHFFFAOYSA-N
660	1268524-70-4	JQ1	CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C	DNVXATUJJDPFDM-KRWDZBQOSA-N
661	841290-80-0	841290-80-0	CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C	NHHQJBCNYHBUSI-UHFFFAOYSA-N
662	Tacedinaline	Tacedinaline	CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N	VAZAPHZUAVEOMC-UHFFFAOYSA-N
663	Vandetanib	vandetanib	CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC	UHTHHESEBZOYNR-UHFFFAOYSA-N
664	Blebbistatin	Blebbistatin	CC1=CC2=C(C=C1)N=C3C(C2=O)(CCN3C4=CC=CC=C4)O	LZAXPYOBKSJSEX-UHFFFAOYSA-N
665	JNK Inhibitor VIII	JNK_Inhibitor_VIII	CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N	KQMPRSZTUSSXND-UHFFFAOYSA-N
666	Enzastaurin	Enzastaurin	CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7	AXRCEOKUDYDWLF-UHFFFAOYSA-N
667	NVP-BSK805	NVP-BSK805	C1CNCCC1N2C=C(C=N2)C3=NC4=C(C=CC=C4N=C3)C5=CC(=C(C(=C5)F)CN6CCOCC6)F	IBPVXAOOVUAOKJ-UHFFFAOYSA-N
668	OSI-027	OSI-027	COC1=CC=CC2=C/C(=C/3\C4=C(N=CNN4C(=N3)C5CCC(CC5)C(=O)O)N)/N=C21	CDNMDRUIGNHEMR-VKAVYKQESA-N
669	405554-55-4	405554-55-4	CN(C)CCOC1=CC=C(C=C1)C2=N/C(=C/3\C=CC4=C(CCC4=C3)N=O)/C(=C5C=CNC=C5)N2	DPCXEUSDRQOOGZ-YYADALCUSA-N
670	Dihydropiplartine	Dihydropiplartine	COC1=CC(=CC(=C1OC)OC)CCC(=O)N2CCC=CC2=O	WAGZSQGCUXDBOA-UHFFFAOYSA-N
671	219580-11-7	PD173074	CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C	DXCUKNQANPLTEJ-UHFFFAOYSA-N
672	methotrexate	methotrexate	CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O	FBOZXECLQNJBKD-ZDUSSCGKSA-N
673	5-Fluorouracil	fluorouracil	C1=C(C(=O)NC(=O)N1)F	GHASVSINZRGABV-UHFFFAOYSA-N
674	852230-33-2	852230-33-2	CC1=CC(=C(N1CC2=CC=CC=C2)C)C(=O)CN3C(=O)CCC3=O	JRESCQKIRPOOEM-UHFFFAOYSA-N
675	Semagacestat	Semagacestat	C[C@@H](C(=O)N[C@H]1C2=CC=CC=C2CCN(C1=O)C)NC(=O)[C@H](C(C)C)O	PKXWXXPNHIWQHW-RCBQFDQVSA-N
676	RITA	RITA	C1=C(SC(=C1)C2=CC=C(O2)C3=CC=C(S3)CO)CO	KZENBFUSKMWCJF-UHFFFAOYSA-N
677	CDK9 inhibitor	CDK9 inhibitor	CC1=C(C=C(C=C1)NC2=NC=NC(=C2)C3=CC(=CC=C3)N4C(=O)C5=CC=CC=C5C4=O)NS(=O)(=O)C	CKUFOBCNTCLXJP-UHFFFAOYSA-N
678	Dasatinib	dasatinib	CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C	ZBNZXTGUTAYRHI-UHFFFAOYSA-N
679	BMS-536924	BMS-536924	CC1=CC(=CC2=C1NC(=C3C(=CC=NC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)N2)N5CCOCC5	UGQMURPIMYALPH-OAQYLSRUSA-N
680	SCHEMBL13741284	SCHEMBL13741284	CN(C)CC1CN(C1)C(=O)NC2=C(C=CC(=C2)C3=CC=C(C=C3)F)N	RCAZYWFWFFHHHO-UHFFFAOYSA-N
681	Daporinad	Daporinad	C1CN(CCC1CCCCNC(=O)/C=C/C2=CN=CC=C2)C(=O)C3=CC=CC=C3	KPBNHDGDUADAGP-VAWYXSNFSA-N
682	STF-31	STF-31	CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NCC2=CC=C(C=C2)C(=O)NC3=CN=CC=C3	NGQPRVWTFNBUHA-UHFFFAOYSA-N
683	Narciclasine	Narciclasine	C1OC2=C(O1)C(=C3C(=C2)C4=C[C@@H]([C@H]([C@H]([C@@H]4NC3=O)O)O)O)O	LZAZURSABQIKGB-AEKGRLRDSA-N
